Point Number;X cooridnate;Y coordinate;Z coordinate
1423;-708;-53;570
1424;50;-80;-614
1425;63;-542;-769
1426;-828;506;-9
1427;602;-243;755
1428;441;659;-633
1429;-335;-418;-251
1430;-815;306;-11
1431;-645;66;590
1432;-322;-290;-377
1433;-608;-2;497
1434;71;-503;-637
1435;763;765;44
1436;591;222;-146
1437;-579;711;707
1438;70;-615;-717
1439;-652;-119;591
1440;-50;150;670
1441;-31;-595;-788
1442;730;574;661
1443;358;-693;793
1444;584;-198;721
1445;284;776;-627
1446;35;99;701
1447;-64;-601;246
1448;668;859;-97
1449;-652;-495;501
1450;-616;35;-499
1451;-582;-476;411
1452;678;544;618
1453;-656;-497;496
1454;-643;-52;190
1455;415;-678;735
1456;-62;-598;201
1457;341;-646;718
1458;-557;79;-600
1459;658;-432;-210
1460;-718;103;-591
1461;-783;-508;385
1462;623;-686;-84
1463;-676;-113;-705
1464;480;-294;-192
1465;-287;-520;-399
1466;111;-493;-720
1467;468;659;-731
1468;666;601;676
1469;-608;710;746
1470;680;646;-204
1471;332;703;-524
1472;-115;-663;149
1473;-13;-589;-755
1474;780;332;-213
1475;-574;453;2
1476;-522;614;701
1477;-592;-19;122
1478;-792;-24;455
1479;-668;-116;-584
1480;613;-210;710
1481;-702;426;98
1482;-170;264;158
1483;634;-242;763
1484;-622;-248;89
1485;-56;-584;173
1486;-634;-2;545
1487;-604;-60;-463
1488;-503;-425;-410
1489;-775;-660;460
1490;260;-694;723
1491;-798;16;-577
1492;390;-653;-72
1493;-295;350;207
1494;493;-590;-197
1495;346;-615;791
1496;380;595;-664
1497;-814;-424;492
1498;65;-55;-508
1499;-501;369;3
1500;461;746;-625
1501;-14;-607;-780
1502;-549;-24;98
1503;324;-664;783
1504;838;265;-148
1505;-181;327;234
1506;774;678;-69
1507;458;730;-683
1508;26;59;684
1509;81;-487;-782
1510;683;639;648
1511;-750;5;-583
1512;-78;132;696
1513;445;-469;59
1514;-146;-590;215
1515;59;-535;-695
1516;575;189;-338
1517;-244;209;131
1518;-577;789;-448
1519;287;727;-689
1520;-219;188;93
1521;-293;378;111
1522;577;176;-156
1523;-28;117;739
1524;307;-702;807
1525;64;-514;-688
1526;3;-468;-688
1527;413;-436;-62
1528;-295;298;88
1529;-700;17;427
1530;15;-84;-536
1531;386;709;-765
1532;-814;75;509
1533;-23;-591;268
1534;-24;-655;153
1535;132;-23;-607
1536;-795;-121;9
1537;698;630;612
1538;-44;-526;-674
1539;-620;-520;482
1540;-571;809;-427
1541;496;690;-693
1542;605;-590;43
1543;718;622;608
1544;758;619;-158
1545;-299;227;154
1546;-501;701;737
1547;720;581;620
1548;-511;607;703
1549;97;-623;-786
1550;-827;-254;10
1551;-526;677;709
1552;-801;-685;386
1553;-117;-658;199
1554;688;714;54
1555;14;128;680
1556;-252;322;140
1557;261;-662;786
1558;-471;709;-240
1559;-632;-546;524
1560;411;-678;781
1561;-37;-603;281
1562;-468;-411;-405
1563;-477;636;-384
1564;566;188;-346
1565;-67;144;695
1566;95;-554;-825
1567;-543;667;720
1568;-788;312;117
1569;-705;105;481
1570;-72;-611;141
1571;634;-238;679
1572;-757;-174;2
1573;708;248;-62
1574;-247;300;267
1575;672;600;699
1576;-601;718;771
1577;-563;616;720
1578;-35;-593;-739
1579;-723;-370;355
1580;-46;-655;222
1581;474;202;-99
1582;-760;-507;386
1583;17;132;713
1584;700;-194;672
1585;703;-143;726
1586;-543;811;-274
1587;86;44;-494
1588;30;4;-648
1589;-116;223;166
1590;-824;-194;-50
1591;-728;34;-26
1592;720;788;9
1593;-21;4;-571
1594;339;-595;718
1595;-850;-566;433
1596;733;714;-14
1597;-837;-167;56
1598;20;-474;-764
1599;482;-452;-113
1600;539;-507;-14
1601;85;-610;-810
1602;-116;-669;144
1603;-716;-55;179
1604;-641;36;-506
1605;525;149;-343
1606;244;-676;732
1607;750;674;-63
1608;-487;-508;-314
1609;680;649;635
1610;-594;157;-719
1611;-562;823;-361
1612;-222;291;143
1613;-52;-574;264
1614;-458;-3;-631
1615;-768;-596;565
1616;-34;144;741
1617;121;2;-450
1618;-72;-670;219
1619;556;113;-187
1620;-215;311;190
1621;-573;-156;11
1622;718;720;-77
1623;-629;423;-113
1624;278;689;-555
1625;-641;-265;-122
1626;585;-155;711
1627;-560;-40;-127
1628;669;-247;753
1629;-161;357;125
1630;-739;394;-87
1631;674;366;-207
1632;-90;332;199
1633;605;-226;758
1634;-498;771;-296
1635;582;-472;-177
1636;-647;-440;299
1637;-21;64;720
1638;665;-154;715
1639;97;6;-537
1640;455;-437;102
1641;628;723;-87
1642;340;-604;728
1643;345;660;-514
1644;-55;50;708
1645;-745;-47;-698
1646;515;-392;-62
1647;658;279;-123
1648;691;641;647
1649;719;-171;732
1650;-284;254;100
1651;376;840;-625
1652;51;-522;-641
1653;-592;732;778
1654;467;800;-614
1655;-583;659;-264
1656;709;573;692
1657;294;-584;745
1658;320;-722;678
1659;-360;-647;-417
1660;-660;-21;-734
1661;38;49;-537
1662;106;-528;-742
1663;419;841;-615
1664;706;20;-202
1665;106;-566;-799
1666;297;-706;696
1667;703;692;-43
1668;452;744;-652
1669;4;-464;-717
1670;-132;364;210
1671;653;583;630
1672;-31;157;714
1673;-17;-503;-794
1674;-613;816;-329
1675;-712;70;519
1676;581;-216;753
1677;741;628;653
1678;664;51;-361
1679;11;-553;-824
1680;20;-614;-656
1681;662;-119;751
1682;520;766;-568
1683;610;-430;-22
1684;-786;-20;508
1685;-494;377;17
1686;301;-650;653
1687;-658;-487;533
1688;777;119;-282
1689;37;-587;-784
1690;-435;-602;-421
1691;-557;624;734
1692;-601;-136;99
1693;-124;-636;185
1694;-754;365;-16
1695;-727;-36;417
1696;-524;652;652
1697;-214;233;189
1698;-697;-132;-606
1699;121;-25;-538
1700;-501;751;-373
1701;-61;-550;-705
1702;-685;-98;-88
1703;696;612;666
1704;-209;-425;-427
1705;686;645;604
1706;-70;-643;151
1707;-747;12;-520
1708;742;731;-60
1709;406;740;-756
1710;-353;-385;-594
1711;-808;322;146
1712;254;-655;760
1713;-135;-663;226
1714;366;-716;792
1715;-164;357;61
1716;-721;33;-150
1717;-634;-73;-473
1718;172;-20;-570
1719;-29;78;707
1720;-470;666;714
1721;-580;717;790
1722;665;46;-278
1723;655;771;-127
1724;-556;-84;-593
1725;-331;271;192
1726;-723;18;613
1727;-666;240;113
1728;649;780;24
1729;-161;-616;178
1730;163;1;-552
1731;749;624;23
1732;-757;20;472
1733;-658;-125;-129
1734;632;621;-32
1735;-110;-610;181
1736;438;638;-630
1737;-335;-335;-460
1738;-534;-5;-540
1739;-51;-601;-720
1740;-61;88;658
1741;648;760;-157
1742;437;724;-537
1743;406;-622;747
1744;809;649;-38
1745;-95;-639;218
1746;473;203;-169
1747;71;-623;-737
1748;-575;737;-281
1749;-18;-634;274
1750;-635;255;72
1751;7;122;654
1752;613;304;-346
1753;652;-214;760
1754;76;-557;-655
1755;610;266;-252
1756;682;595;677
1757;-181;245;66
1758;-604;370;-46
1759;-787;-64;625
1760;354;844;-671
1761;-580;602;676
1762;-615;735;674
1763;-646;-291;-79
1764;497;-383;-158
1765;-789;-480;592
1766;-771;335;-5
1767;618;-495;-114
1768;504;798;-639
1769;487;702;-706
1770;583;785;-7
1771;670;728;-77
1772;355;698;-633
1773;-675;33;477
1774;665;-162;749
1775;247;679;-607
1776;703;-185;751
1777;-491;694;-359
1778;492;-375;-118
1779;-716;339;58
1780;-290;248;258
1781;-737;357;190
1782;-706;-73;523
1783;106;21;-643
1784;-770;-471;572
1785;588;49;-226
1786;-702;475;106
1787;-107;354;172
1788;441;-417;-24
1789;398;710;-437
1790;-759;-583;545
1791;-50;56;730
1792;-314;288;115
1793;-37;-681;176
1794;24;95;658
1795;-702;331;-10
1796;-72;-692;162
1797;6;-22;-475
1798;355;-682;706
1799;-101;-608;218
1800;8;-654;204
1801;381;715;-522
1802;-505;658;665
1803;658;620;597
1804;746;598;686
1805;405;-461;-154
1806;127;-608;-692
1807;377;568;-656
1808;372;795;-610
1809;-44;98;679
1810;20;99;679
1811;681;-490;-223
1812;-472;-469;-378
1813;53;-536;-624
1814;-568;744;771
1815;639;565;667
1816;-701;-136;-569
1817;-496;-524;-496
1818;653;563;638
1819;85;44;-633
1820;-46;-595;213
1821;-23;81;642
1822;-866;-483;425
1823;354;688;-556
1824;559;-525;-320
1825;-82;-555;200
1826;-139;346;111
1827;-218;-532;-427
1828;639;793;-22
1829;-660;558;12
1830;40;20;-656
1831;712;575;603
1832;624;78;-49
1833;19;-611;-718
1834;637;578;625
1835;646;-167;804
1836;18;88;654
1837;780;109;-337
1838;-653;-14;530
1839;-572;-110;163
1840;664;-250;684
1841;-341;-559;-489
1842;-449;683;-391
1843;687;-194;753
1844;-527;476;132
1845;532;230;-364
1846;-710;-220;-65
1847;-579;779;-450
1848;677;-229;739
1849;-112;-631;284
1850;53;-2;-609
1851;84;-36;-549
1852;-780;-412;522
1853;606;55;-212
1854;717;557;686
1855;351;-690;692
1856;-539;858;-317
1857;-22;-535;-785
1858;-290;265;178
1859;-434;-591;-481
1860;327;-601;703
1861;-698;500;47
1862;328;-507;-93
1863;-307;-420;-562
1864;69;-67;-633
1865;-833;-58;564
1866;451;-463;-213
1867;-68;-681;144
1868;708;-205;723
1869;691;702;25
1870;-492;854;-311
1871;-774;115;-625
1872;473;765;-547
1873;-102;-628;230
1874;359;-546;-169
1875;394;-699;700
1876;-776;568;45
1877;138;-540;-689
1878;-114;-602;255
1879;-554;739;763
1880;643;596;630
1881;328;698;-650
1882;539;-632;-121
1883;-652;701;-341
1884;-118;-614;286
1885;-745;-578;482
1886;-784;-125;25
1887;-507;-4;-558
1888;-806;-601;306
1889;642;-139;694
1890;-811;-497;540
1891;94;16;-643
1892;-496;670;-297
1893;464;751;-487
1894;10;52;-527
1895;-587;647;688
1896;-612;700;725
1897;666;694;65
1898;-569;-575;459
1899;-96;-678;198
1900;758;681;-59
1901;-551;698;765
1902;504;593;-535
1903;643;607;614
1904;806;98;-327
1905;-284;-301;-368
1906;-613;-94;514
1907;799;763;-57
1908;-537;769;-372
1909;-699;-41;601
1910;585;109;-296
1911;9;125;709
1912;393;-585;767
1913;538;92;-122
1914;408;-632;707
1915;279;-717;743
1916;-56;-574;252
1917;593;-556;61
1918;265;-609;756
1919;-561;716;769
1920;-727;-221;-85
1921;-664;-38;430
1922;-644;65;551
1923;-675;16;-26
1924;709;-153;749
1925;73;-61;-589
1926;-560;-28;-112
1927;-464;822;-280
1928;648;-235;741
1929;-679;-678;334
1930;59;-657;-700
1931;630;-169;797
1932;625;306;-196
1933;-703;-42;532
1934;-709;-577;416
1935;633;-257;740
1936;-112;-662;192
1937;-746;-67;-508
1938;695;588;635
1939;692;554;682
1940;113;62;-616
1941;-566;532;172
1942;-571;655;731
1943;612;173;-102
1944;-690;-496;423
1945;389;-726;738
1946;-25;12;-513
1947;376;598;-509
1948;677;594;663
1949;712;-203;763
1950;-550;666;769
1951;-211;303;47
1952;401;768;-692
1953;-464;765;-234
1954;-599;700;636
1955;-390;-404;-390
1956;586;783;-24
1957;54;-32;-529
1958;21;-5;-587
1959;628;664;-143
1960;-784;-383;370
1961;657;-203;728
1962;284;750;-507
1963;576;686;1
1964;19;-484;-755
1965;703;601;593
1966;-420;-580;-507
1967;331;-546;-68
1968;-571;754;-427
1969;372;-612;680
1970;73;-495;-743
1971;-641;592;-8
1972;629;-156;672
1973;-195;393;107
1974;-499;732;768
1975;256;734;-683
1976;-462;787;-365
1977;-241;270;232
1978;41;-59;-462
1979;-734;339;157
1980;747;586;656
1981;562;272;-243
1982;427;-513;-81
1983;-593;-59;516
1984;-692;-403;508
1985;313;-580;715
1986;-526;158;-606
1987;-87;-589;272
1988;-564;22;-739
1989;-774;47;440
1990;-801;-54;523
1991;-641;-419;391
1992;-249;181;179
1993;-753;-20;-599
1994;-451;832;-315
1995;-718;-452;310
1996;-513;634;779
1997;722;605;673
1998;-709;50;578
1999;-538;-17;3
2000;-51;78;740
2001;-7;-591;-665
2002;-795;441;152
2003;763;592;-5
2004;-24;71;751
2005;667;554;688
2006;-716;512;218
2007;356;-417;-69
2008;-634;777;-270
2009;385;670;-517
2010;-622;-571;529
2011;363;-533;-37
2012;654;-240;672
2013;405;-556;-156
2014;-546;43;-585
2015;610;133;-360
2016;-282;245;104
2017;-253;226;107
2018;138;-564;-716
2019;-69;88;677
2020;-497;744;-370
2021;-34;-656;162
2022;-246;271;65
2023;-473;825;-277
2024;-130;219;208
2025;-479;726;-241
2026;-777;-445;413
2027;-684;-41;-424
2028;80;-470;-748
2029;708;-162;778
2030;-111;-661;198
2031;83;-568;-713
2032;-157;298;158
2033;-474;-539;-496
2034;718;757;-160
2035;-122;280;106
2036;-630;576;13
2037;656;581;664
2038;-554;787;-388
2039;-18;-528;-786
2040;460;-315;-212
2041;679;636;623
2042;-4;-465;-733
2043;21;116;715
2044;-737;-16;473
2045;487;-484;-125
2046;-698;-523;251
2047;-721;431;154
2048;-724;-595;542
2049;110;-526;-724
2050;664;570;697
2051;-547;547;27
2052;-481;-400;-506
2053;-676;-67;508
2054;668;-135;767
2055;277;-636;759
2056;327;-620;691
2057;803;134;-364
2058;-272;381;224
2059;-536;637;682
2060;-597;-60;-509
2061;-466;-79;-551
2062;-550;-52;-675
2063;-513;501;76
2064;615;-222;704
2065;720;559;625
2066;-790;86;526
2067;-477;649;-414
2068;65;-651;-761
2069;-688;-235;-60
2070;-587;693;738
2071;-502;665;-286
2072;-544;858;-341
2073;-837;-26;553
2074;723;-174;714
2075;-736;-100;611
2076;-546;696;771
2077;-686;-270;-126
2078;-474;700;-277
2079;-290;214;173
2080;355;690;-649
2081;-80;-611;246
2082;494;-489;-218
2083;470;648;-661
2084;477;-555;64
2085;-791;-107;546
2086;-482;683;755
2087;-682;417;180
2088;-43;121;712
2089;124;-41;-489
2090;694;-248;767
2091;-605;136;-617
2092;296;-658;781
2093;-261;269;59
2094;317;-620;660
2095;-621;-172;-590
2096;-604;431;171
2097;477;716;-488
2098;-784;502;-75
2099;-780;-113;576
2100;-54;142;724
2101;557;231;-26
2102;-592;754;675
2103;474;608;-667
2104;-108;-655;182
2105;-9;62;743
2106;379;-601;-166
2107;420;-611;-41
2108;668;435;-254
2109;701;597;674
2110;-155;-623;201
2111;694;559;600
2112;709;571;598
2113;390;-626;784
2114;608;-156;767
2115;589;-179;787
2116;-190;262;119
2117;-618;739;740
2118;679;-128;717
2119;682;-397;-75
2120;283;-678;666
2121;-755;-599;498
2122;-261;328;257
2123;435;776;-544
2124;491;-399;-311
2125;-35;-650;186
2126;610;-212;772
2127;-596;754;679
2128;-45;-613;252
2129;-699;-120;-634
2130;124;-574;-806
2131;150;10;-555
2132;633;-203;802
2133;-649;526;42
2134;-175;298;238
2135;465;202;-211
2136;-25;139;692
2137;681;835;-50
2138;491;-692;-170
2139;-190;-474;-461
2140;-581;850;-302
2141;-497;112;-454
2142;-270;-499;-366
2143;-684;-6;-606
2144;528;83;-358
2145;701;585;689
2146;-105;-664;258
2147;-248;225;250
2148;-482;835;-416
2149;-800;22;79
2150;654;-235;684
2151;-602;117;-700
2152;-431;731;-342
2153;93;-543;-818
2154;-617;21;-486
2155;669;-555;-17
2156;-712;-187;170
2157;-459;-444;-575
2158;720;27;-232
2159;-316;-410;-406
2160;803;795;-5
2161;-407;-430;-559
2162;-580;766;-408
2163;-531;752;-437
2164;-503;692;-372
2165;-566;-112;-563
2166;556;-603;-208
2167;20;86;689
2168;477;-383;-225
2169;811;161;-284
2170;352;-733;759
2171;699;602;651
2172;-839;-562;463
2173;-302;362;182
2174;-12;-585;-816
2175;-827;-417;389
2176;-809;51;554
2177;367;725;-546
2178;647;-172;713
2179;-620;-2;122
2180;-771;-517;582
2181;-872;-525;510
2182;-628;134;-579
2183;703;568;695
2184;432;767;-482
2185;-617;-439;565
2186;181;-28;-520
2187;-119;-605;232
2188;-352;-564;-403
2189;733;645;652
2190;722;602;612
2191;-596;-609;519
2192;470;779;-677
2193;480;183;-129
2194;-83;-577;265
2195;257;-653;727
2196;687;-319;-97
2197;-806;-648;424
2198;-50;-673;191
2199;-714;-604;494
2200;-505;809;-251
2201;0;101;751
2202;-805;-63;-4
2203;-603;458;-2
2204;113;20;-494
2205;-281;265;92
2206;64;-478;-739
2207;-506;-522;-343
2208;321;-667;648
2209;-236;285;151
2210;-134;-638;269
2211;-570;685;734
2212;-276;254;268
2213;-329;-434;-558
2214;-717;-445;439
2215;422;-690;738
2216;672;-231;729
2217;-477;741;-225
2218;710;642;633
2219;116;-524;-710
2220;659;773;15
2221;91;-645;-734
2222;99;58;-465
2223;637;314;-217
2224;611;414;-285
2225;362;-615;712
2226;-474;-400;-417
2227;-637;-53;481
2228;274;-699;779
2229;-296;224;179
2230;-460;-502;-363
2231;-539;724;734
2232;532;661;-582
2233;-625;653;-362
2234;688;-176;725
2235;-1;64;651
2236;-460;828;-285
2237;-696;-118;593
2238;-29;64;737
2239;92;-628;-743
2240;-767;31;148
2241;-612;-203;36
2242;683;682;74
2243;-843;386;114
2244;-473;656;680
2245;-595;743;-413
2246;-710;15;440
2247;803;748;-180
2248;336;681;-589
2249;674;-194;760
2250;52;-528;-773
2251;-566;644;791
2252;382;-554;16
2253;-86;-689;194
2254;-601;-420;426
2255;-570;688;699
2256;-787;502;115
2257;8;150;692
2258;-197;334;207
2259;698;566;705
2260;-335;-537;-344
2261;361;-574;774
2262;681;-426;-240
2263;-868;-604;470
2264;-663;-54;-204
2265;-760;-70;-567
2266;-134;267;192
2267;-34;-565;256
2268;-630;-26;-406
2269;-494;700;703
2270;7;-31;-579
2271;739;574;675
2272;-612;301;77
2273;-644;-15;481
2274;281;763;-654
2275;4;66;741
2276;647;-242;720
2277;-275;-448;-458
2278;-583;635;661
2279;-15;66;669
2280;-474;791;-243
2281;-716;-88;-561
2282;648;-242;717
2283;646;227;-276
2284;-509;732;-246
2285;-258;403;152
2286;575;-610;29
2287;-594;-591;405
2288;137;-548;-784
2289;-31;-629;-699
2290;-530;737;725
2291;436;814;-684
2292;-659;-3;180
2293;692;606;702
2294;134;-86;-513
2295;-595;639;683
2296;571;278;-163
2297;-519;-493;-367
2298;48;-36;-459
2299;-41;76;679
2300;-572;631;703
2301;327;-593;693
2302;-66;113;653
2303;-488;786;-294
2304;697;-432;-79
2305;602;-149;735
2306;113;-502;-710
2307;31;17;-538
2308;-18;46;674
2309;471;88;-291
2310;61;105;-519
2311;54;60;-550
2312;533;720;-713
2313;-118;-646;173
2314;-358;-517;-470
2315;-598;655;670
2316;708;728;-86
2317;-721;385;169
2318;38;14;-551
2319;-492;139;-523
2320;-607;652;728
2321;404;-633;-153
2322;622;380;-318
2323;768;810;-185
2324;-139;280;82
2325;-92;256;126
2326;574;-170;721
2327;-592;671;698
2328;-30;98;729
2329;375;-638;-166
2330;633;620;659
2331;637;578;622
2332;-615;284;-8
2333;354;613;-474
2334;726;571;657
2335;-139;-673;171
2336;275;693;-655
2337;-769;-641;385
2338;686;620;630
2339;678;109;-424
2340;-639;-200;-138
2341;342;-631;823
2342;-485;709;-463
2343;155;-32;-554
2344;-662;-637;337
2345;-636;132;-715
2346;85;-38;-565
2347;-571;657;726
2348;34;-65;-470
2349;360;-606;708
2350;-476;699;676
2351;-470;64;-555
2352;-5;-590;174
2353;598;-242;722
2354;48;65;-576
2355;471;747;-599
2356;-133;-666;256
2357;572;732;-19
2358;630;-555;-153
2359;-678;192;-592
2360;-639;70;532
2361;-637;291;-74
2362;-544;-8;87
2363;124;-583;-672
2364;-146;348;140
2365;671;208;-324
2366;57;-579;-830
2367;357;734;-565
2368;-82;102;716
2369;17;74;660
2370;671;-667;-117
2371;634;582;668
2372;745;583;613
2373;760;644;-110
2374;-821;-18;429
2375;259;-628;733
2376;478;852;-569
2377;744;604;660
2378;596;-200;742
2379;-619;-99;68
2380;-26;-572;220
2381;571;697;-628
2382;471;-441;-159
2383;-739;141;-624
2384;-131;-646;175
2385;-534;33;-506
2386;386;-686;798
2387;-653;134;-590
2388;-329;-487;-572
2389;774;762;-51
2390;-749;-45;449
2391;-107;-661;149
2392;605;-388;-87
2393;-575;818;-386
2394;-676;-112;-645
2395;-466;780;-275
2396;102;-20;-490
2397;-735;30;621
2398;-129;-648;248
2399;-34;-543;-721
2400;-104;-666;205
2401;-153;184;161
2402;-245;301;283
2403;689;714;44
2404;-766;-434;444
2405;-508;605;735
2406;-98;-682;218
2407;-597;-77;-28
2408;-25;161;705
2409;-719;-60;575
2410;-571;700;646
2411;647;558;620
2412;-397;-320;-352
2413;-12;-627;170
2414;708;606;701
2415;657;-189;739
2416;641;262;-192
2417;-506;-35;-41
2418;-749;-164;-194
2419;86;69;-638
2420;-688;-626;562
2421;542;787;-645
2422;-112;-639;219
2423;657;618;666
2424;-568;0;-468
2425;635;636;-53
2426;-520;774;-471
2427;652;-192;759
2428;-782;-221;113
2429;-438;-403;-433
2430;-736;418;101
2431;-797;293;42
2432;-195;184;107
2433;-420;-627;-367
2434;104;-550;-675
2435;656;605;692
2436;680;622;674
2437;-810;424;8
2438;-27;-581;-738
2439;352;-551;-107
2440;-492;691;738
2441;-524;-185;66
2442;763;47;-214
2443;-759;-165;25
2444;-804;447;168
2445;-19;-609;-681
2446;357;643;-629
2447;156;-25;-499
2448;78;-495;-770
2449;-530;712;776
2450;-768;-236;-84
2451;-606;303;107
2452;388;747;-655
2453;-87;-585;165
2454;-801;365;26
2455;-9;-610;-661
2456;-701;237;103
2457;708;-425;-86
2458;464;-599;-210
2459;-443;682;-345
2460;-288;-526;-304
2461;-648;434;4
2462;61;-600;-737
2463;390;-663;758
2464;-816;-141;154
2465;327;712;-465
2466;-52;87;676
2467;-661;-20;618
2468;576;-190;766
2469;650;-186;773
2470;622;-157;748
2471;713;608;709
2472;371;723;-699
2473;-246;372;147
2474;684;610;628
2475;639;819;23
2476;-529;608;752
2477;355;-477;-152
2478;-618;107;-537
2479;279;-623;686
2480;-628;-525;283
2481;-620;-112;502
2482;157;21;-496
2483;-188;374;128
2484;-462;681;730
2485;-784;10;-669
2486;-484;-427;-527
2487;-297;-372;-383
2488;-746;51;-438
2489;-131;285;172
2490;-36;128;726
2491;69;-619;-814
2492;337;-445;-97
2493;97;40;-629
2494;-67;108;727
2495;66;94;-558
2496;612;-391;-209
2497;-60;105;654
2498;-701;561;-12
2499;624;-202;677
2500;547;777;-566
2501;672;-118;710
2502;544;61;-134
2503;423;571;-639
2504;-154;272;208
2505;-389;-454;-514
2506;-75;-680;151
2507;660;119;-231
2508;-598;681;670
2509;-223;371;166
2510;-749;281;-54
2511;-716;-20;442
2512;401;-667;762
2513;-635;35;477
2514;-526;705;627
2515;-47;-569;152
2516;658;739;-132
2517;-650;-596;303
2518;-743;-144;99
2519;-651;55;60
2520;-4;-600;-643
2521;363;768;-643
2522;376;-654;691
2523;-696;-572;579
2524;134;-510;-776
2525;-436;771;-415
2526;576;656;-69
2527;-839;-235;-41
2528;-580;-103;-575
2529;644;-250;758
2530;582;-183;700
2531;-351;-340;-454
2532;564;-678;7
2533;-382;-361;-399
2534;-516;666;735
2535;682;587;711
2536;-816;-28;493
2537;-502;672;-355
2538;-814;-610;551
2539;-471;696;740
2540;-619;372;6
2541;-723;-10;621
2542;583;-347;-206
2543;-307;-375;-348
2544;-848;-93;83
2545;655;-141;686
2546;-826;49;491
2547;-18;110;712
2548;-684;-660;408
2549;-461;656;-289
2550;-49;-537;-738
2551;99;-17;-478
2552;653;-188;724
2553;-782;-367;401
2554;-303;199;161
2555;-691;-65;11
2556;626;154;-61
2557;-713;-602;413
2558;-761;-583;481
2559;-6;65;747
2560;672;-164;736
2561;-735;-422;526
2562;-38;119;649
2563;-589;811;-284
2564;419;688;-676
2565;109;89;-608
2566;-895;-58;24
2567;-550;631;739
2568;-40;104;666
2569;349;589;-709
2570;633;-186;758
2571;309;678;-686
2572;-63;120;741
2573;145;30;-535
2574;22;66;694
2575;474;-592;-77
2576;-623;-61;170
2577;-8;84;669
2578;471;851;-566
2579;745;587;678
2580;-220;231;233
2581;122;-19;-473
2582;587;270;-259
2583;-237;-400;-489
2584;-100;-571;194
2585;580;110;-166
2586;-474;700;733
2587;-762;-411;430
2588;-235;303;217
2589;24;-486;-811
2590;-673;-28;439
2591;-252;257;199
2592;696;-160;704
2593;8;101;739
2594;-23;80;683
2595;-709;-88;615
2596;711;151;-235
2597;-492;-30;-8
2598;371;-410;-58
2599;-180;380;217
2600;-716;16;-469
2601;446;-321;-137
2602;-698;84;450
2603;-24;-569;225
2604;-766;557;181
2605;372;-549;-233
2606;-593;-473;378
2607;-13;127;707
2608;-702;19;-176
2609;-359;-425;-376
2610;-255;238;160
2611;-539;45;-15
2612;631;-129;718
2613;-810;350;-8
2614;803;214;-169
2615;-704;48;616
2616;-763;464;-26
2617;454;703;-538
2618;-339;-561;-394
2619;819;712;27
2620;456;-475;96
2621;407;-394;-198
2622;-297;-423;-344
2623;287;-655;816
2624;667;-112;755
2625;-745;-59;566
2626;-711;344;-7
2627;695;72;-267
2628;-313;-338;-517
2629;329;-655;779
2630;-102;-600;143
2631;-23;-627;214
2632;-828;-227;38
2633;-10;69;-544
2634;658;-456;55
2635;372;703;-703
2636;0;140;731
2637;-478;99;-521
2638;344;-722;779
2639;-74;104;687
2640;-25;77;690
2641;805;680;-31
2642;719;574;613
2643;-604;-2;-149
2644;101;23;-447
2645;-647;-515;565
2646;627;93;-347
2647;11;-458;-704
2648;-574;381;183
2649;-661;76;465
2650;720;-167;757
2651;-522;725;685
2652;-490;812;-297
2653;-659;717;-349
2654;-40;-639;270
2655;-553;192;-547
2656;603;-127;744
2657;-673;-129;599
2658;-534;697;-444
2659;-657;366;93
2660;342;-710;812
2661;-615;643;719
2662;-795;-247;96
2663;368;801;-644
2664;-741;430;-51
2665;-740;-124;508
2666;504;672;-600
2667;-609;368;-56
2668;3;95;742
2669;526;-643;37
2670;736;551;660
2671;591;432;-267
2672;75;-533;-624
2673;-9;108;647
2674;574;-206;747
2675;581;268;-264
2676;-571;-65;-475
2677;-667;107;-51
2678;362;-608;753
2679;-697;-124;530
2680;-677;106;-549
2681;595;-133;727
2682;448;-559;27
2683;-23;72;669
2684;-716;-496;543
2685;-720;24;444
2686;-553;739;648
2687;-224;220;206
2688;818;123;-248
2689;-769;-108;515
2690;-106;324;177
2691;517;645;-682
2692;-552;632;750
2693;-674;482;4
2694;540;-428;-114
2695;-608;659;-418
2696;-623;68;-427
2697;7;-642;236
2698;-144;230;108
2699;290;694;-722
2700;-75;-712;218
2701;-487;641;-392
2702;658;586;684
2703;-393;-344;-376
2704;642;-138;694
2705;-660;359;-9
2706;-590;437;98
2707;-576;158;-572
2708;15;57;668
2709;-279;336;106
2710;-122;279;189
2711;-765;45;-537
2712;380;-683;789
2713;364;-587;751
2714;-527;762;730
2715;-174;345;276
2716;-333;-528;-348
2717;-556;653;651
2718;496;-553;92
2719;656;555;666
2720;-580;609;742
2721;130;-27;-563
2722;709;-177;785
2723;119;6;-652
2724;-186;365;241
2725;-686;502;213
2726;623;-225;786
2727;-472;-452;-559
2728;454;616;-484
2729;56;-22;-505
2730;-601;418;69
2731;-574;630;-369
2732;683;550;673
2733;405;712;-476
2734;-580;804;-413
2735;-632;718;693
2736;634;58;-389
2737;-538;709;-319
2738;785;769;-121
2739;-183;239;115
2740;-665;-33;-102
2741;-27;120;679
2742;673;628;647
2743;-436;-477;-278
2744;-728;-33;-690
2745;-274;-440;-290
2746;-695;537;52
2747;34;-563;-682
2748;297;-724;717
2749;384;786;-464
2750;9;-644;-696
2751;-295;282;131
2752;-658;78;472
2753;758;264;-355
2754;-157;383;178
2755;674;-177;740
2756;-482;724;717
