Point Number;X cooridnate;Y coordinate;Z coordinate
2548;494;-235;640
2549;546;-338;530
2550;-678;-582;-768
2551;-504;32;-315
2552;-470;50;-306
2553;-86;-579;609
2554;14;-43;85
2555;-764;75;208
2556;-654;-434;-749
2557;-820;195;286
2558;-565;-470;62
2559;-46;37;657
2560;-647;140;331
2561;-543;-463;-745
2562;60;-85;89
2563;279;782;-728
2564;-237;839;-138
2565;-413;744;357
2566;-546;-458;-5
2567;88;837;749
2568;825;-785;-55
2569;-588;-468;-17
2570;-126;-559;559
2571;757;415;-538
2572;-505;728;405
2573;-544;769;421
2574;345;208;-549
2575;-646;115;218
2576;774;-818;-10
2577;316;188;-522
2578;547;-566;-769
2579;-551;-483;-26
2580;817;-89;-198
2581;-860;798;-534
2582;536;-267;634
2583;-485;44;-305
2584;668;-855;-27
2585;-465;-432;15
2586;678;-922;-100
2587;-695;84;292
2588;-642;-397;-765
2589;427;783;-855
2590;709;262;233
2591;-152;-533;636
2592;19;-121;115
2593;-402;776;371
2594;666;320;286
2595;-566;-588;-757
2596;95;14;19
2597;-509;-468;-55
2598;112;-235;66
2599;-222;863;-201
2600;328;147;-580
2601;-249;831;-197
2602;-777;181;149
2603;-833;-287;586
2604;-174;821;-229
2605;780;-885;-32
2606;-36;56;662
2607;868;496;-464
2608;-218;852;-226
2609;-700;49;235
2610;-210;871;-169
2611;320;826;-799
2612;510;-236;531
2613;-166;808;-190
2614;136;-102;46
2615;-667;107;168
2616;-157;797;-181
2617;692;-804;-144
2618;-548;-420;-743
2619;631;-277;603
2620;-139;-525;593
2621;-107;-25;604
2622;-829;723;-568
2623;-498;-495;-48
2624;795;-162;-19
2625;-733;700;-425
2626;338;134;-508
2627;733;-21;-138
2628;-640;-518;-914
2629;-57;48;589
2630;547;-338;510
2631;-415;832;387
2632;739;326;309
2633;474;-258;621
2634;-460;708;431
2635;-734;219;271
2636;-175;-628;549
2637;275;634;-890
2638;711;-837;-198
2639;756;-849;-35
2640;493;-217;603
2641;502;-235;622
2642;768;-889;-141
2643;-368;799;453
2644;907;560;-581
2645;-858;-502;613
2646;-81;2;683
2647;-461;-472;10
2648;-846;776;-405
2649;52;-69;155
2650;649;296;427
2651;158;-169;63
2652;30;762;697
2653;-718;185;311
2654;90;846;677
2655;696;-778;-66
2656;880;533;-628
2657;-539;-414;-1
2658;850;552;-503
2659;10;-24;132
2660;-109;-541;585
2661;362;179;-492
2662;-767;641;-462
2663;386;167;-546
2664;946;557;-597
2665;140;-100;-25
2666;391;753;-741
2667;319;199;-518
2668;-95;24;619
2669;-836;150;220
2670;-820;-295;594
2671;-500;-458;41
2672;-211;796;-217
2673;-897;-408;583
2674;-522;57;-310
2675;-469;82;-375
2676;-424;701;361
2677;909;460;-580
2678;709;-126;-19
2679;-598;-451;-918
2680;-593;-453;-860
2681;506;-612;-731
2682;198;-108;94
2683;687;-868;-211
2684;-820;776;-431
2685;647;-624;-708
2686;83;901;655
2687;897;-118;-96
2688;-730;96;331
2689;201;761;-744
2690;-848;-436;598
2691;-202;829;-140
2692;-46;-1;680
2693;-848;175;197
2694;552;-601;-761
2695;608;-265;519
2696;744;-61;-44
2697;601;-539;-725
2698;729;-840;-109
2699;686;317;268
2700;-93;14;581
2701;-646;138;250
2702;-120;-592;589
2703;-65;33;601
2704;179;-140;20
2705;910;591;-618
2706;730;-889;-119
2707;-478;36;-315
2708;369;798;-723
2709;718;-933;-39
2710;-761;785;-519
2711;828;-104;-210
2712;-657;149;302
2713;-821;-411;609
2714;-728;139;120
2715;812;536;-499
2716;-497;91;-299
2717;593;-541;-654
2718;809;-177;-196
2719;729;-155;-173
2720;-770;194;356
2721;-200;813;-122
2722;-782;-465;609
2723;-802;-407;724
2724;546;-672;-657
2725;-782;812;-566
2726;-500;-516;-769
2727;589;262;341
2728;-99;83;632
2729;327;729;-870
2730;-651;-480;-810
2731;335;169;-524
2732;615;-287;547
2733;-845;-394;579
2734;-89;2;645
2735;-505;60;-291
2736;405;720;-827
2737;518;-528;-694
2738;341;115;-523
2739;-852;-342;694
2740;-883;-332;688
2741;734;-153;-69
2742;261;756;-896
2743;-815;631;-477
2744;330;634;-854
2745;-535;-383;-10
2746;569;-305;583
2747;-865;-464;588
2748;212;694;-861
2749;302;185;-513
2750;121;856;625
2751;-114;-610;652
2752;799;498;-631
2753;544;-564;-727
2754;-603;-422;-777
2755;13;-100;0
2756;741;-787;-127
2757;-550;-547;-845
2758;639;312;318
2759;-857;-364;679
2760;-180;838;-158
2761;-492;102;-373
2762;-541;-494;20
2763;58;862;717
2764;558;-250;581
2765;130;890;769
2766;-518;99;-307
2767;502;-321;636
2768;595;-550;-628
2769;-539;63;-327
2770;-514;-449;31
2771;-855;697;-419
2772;121;814;808
2773;-206;-608;622
2774;861;379;-557
2775;862;617;-568
2776;853;481;-431
2777;156;802;636
2778;857;545;-581
2779;-486;115;-299
2780;893;479;-565
2781;862;485;-516
2782;718;-827;-206
2783;483;-621;-685
2784;-530;-420;-43
2785;-796;156;143
2786;841;-129;-179
2787;616;365;422
2788;-759;-393;626
2789;-788;745;-426
2790;-433;709;424
2791;761;-42;-148
2792;-797;741;-502
2793;726;299;298
2794;-187;-589;574
2795;-870;749;-418
2796;267;675;-831
2797;-459;721;359
2798;49;743;727
2799;141;785;683
2800;315;181;-516
2801;-739;249;153
2802;543;-205;540
2803;454;-273;588
2804;514;-585;-620
2805;-856;-418;542
2806;329;649;-859
2807;628;-326;545
2808;609;-549;-730
2809;-441;785;456
2810;574;346;286
2811;36;-111;-18
2812;-417;834;400
2813;-523;99;-370
2814;667;-918;-106
2815;-153;12;621
2816;-534;-556;-743
2817;-502;75;-299
2818;-925;-366;703
2819;-144;-537;625
2820;555;-314;538
2821;841;-213;-155
2822;-588;-510;-878
2823;356;154;-523
2824;207;856;709
2825;-144;-627;582
2826;-801;734;-559
2827;-607;-576;-784
2828;-191;867;-214
2829;-764;-369;579
2830;736;-190;-91
2831;-768;757;-537
2832;753;-749;-115
2833;704;-811;8
2834;-494;-506;-828
2835;-592;-555;-853
2836;367;143;-491
2837;587;-204;616
2838;331;691;-785
2839;-518;-456;1
2840;296;783;-702
2841;-589;-488;-753
2842;-520;-475;21
2843;-217;850;-150
2844;-187;828;-186
2845;631;338;344
2846;-521;-442;-19
2847;-576;-439;42
2848;-227;842;-214
2849;-573;-467;-740
2850;-479;76;-348
2851;82;909;775
2852;838;566;-609
2853;-544;74;-315
2854;-481;730;377
2855;-109;-544;544
2856;298;181;-510
2857;348;711;-816
2858;-372;825;391
2859;-832;-404;681
2860;-127;-597;536
2861;-602;-435;-816
2862;-128;-556;540
2863;302;642;-905
2864;689;328;209
2865;-248;820;-170
2866;-463;-489;10
2867;-504;791;435
2868;254;734;-922
2869;-509;694;442
2870;537;-527;-714
2871;918;530;-642
2872;-725;-369;606
2873;659;320;202
2874;-907;-460;694
2875;-191;858;-171
2876;-503;87;-303
2877;-134;-582;536
2878;-492;77;-387
2879;-170;-543;611
2880;-474;781;463
2881;791;-163;-57
2882;-766;174;270
2883;499;-292;661
2884;729;-927;-27
2885;-153;-577;521
2886;-552;-469;-711
2887;-509;90;-355
2888;-486;37;-355
2889;-509;62;-288
2890;709;-771;-54
2891;-519;-515;14
2892;-515;118;-330
2893;118;-77;41
2894;12;-103;161
2895;-565;-435;-875
2896;120;-35;60
2897;-118;-591;598
2898;-150;-560;543
2899;-772;716;-451
2900;749;-917;-144
2901;-852;-309;580
2902;-109;47;583
2903;-823;763;-495
2904;296;188;-502
2905;465;-341;589
2906;-76;83;601
2907;-67;-21;684
2908;160;-64;115
2909;666;-751;-145
2910;76;-95;106
2911;600;378;280
2912;337;142;-554
2913;-501;81;-364
2914;118;898;744
2915;20;778;705
2916;-44;37;624
2917;-185;-632;558
2918;-145;22;665
2919;-122;-620;604
2920;525;-524;-704
2921;739;-156;-61
2922;724;261;317
2923;157;-118;14
2924;712;-817;0
2925;52;887;717
2926;784;462;-506
2927;-911;740;-468
2928;523;-287;625
2929;704;408;354
2930;787;-883;-24
2931;-712;752;-526
2932;-772;743;-474
2933;-355;735;421
2934;-853;-400;573
2935;857;383;-557
2936;608;-530;-715
2937;-76;38;609
2938;330;151;-555
2939;493;-626;-732
2940;672;-789;-119
2941;631;-560;-663
2942;-565;-403;-34
2943;960;498;-544
2944;877;522;-652
2945;-795;645;-501
2946;328;195;-528
2947;819;-135;-172
2948;-749;800;-467
2949;761;-154;-5
2950;546;-674;-666
2951;-671;117;154
2952;90;-145;-51
2953;-809;47;230
2954;829;-160;-18
2955;-180;-581;541
2956;105;894;734
2957;25;835;685
2958;-808;69;285
2959;-410;785;347
2960;-554;-405;-743
2961;-645;-518;-761
2962;-546;-401;-10
2963;-459;843;352
2964;79;-99;71
2965;834;560;-506
2966;546;-560;-620
2967;-724;123;372
2968;-754;98;244
2969;-80;-6;670
2970;154;-52;43
2971;-876;711;-515
2972;-624;-560;-895
2973;-222;809;-170
2974;-138;-520;558
2975;-655;-516;-709
2976;706;-45;-171
2977;-802;752;-492
2978;-125;72;646
2979;203;847;698
2980;-547;791;419
2981;341;181;-531
2982;-868;-373;628
2983;-736;-441;-805
2984;719;251;277
2985;675;-940;-94
2986;-463;710;450
2987;194;-164;33
2988;232;634;-857
2989;743;-118;-52
2990;634;-806;-68
2991;-866;179;255
2992;28;-14;32
2993;335;177;-481
2994;-514;75;-321
2995;812;595;-583
2996;648;366;269
2997;819;-907;-103
2998;-830;185;242
2999;-116;-575;611
3000;535;-529;-719
3001;595;-591;-666
3002;578;-233;642
3003;638;312;335
3004;-151;832;-172
3005;-817;703;-395
3006;-853;707;-563
3007;518;-574;-674
3008;285;182;-508
3009;654;288;231
3010;773;-827;-125
3011;50;-107;-28
3012;-710;206;317
3013;200;783;-879
3014;-776;693;-471
3015;63;-159;135
3016;603;-357;565
3017;553;-588;-775
3018;836;444;-595
3019;-485;31;-345
3020;501;-211;637
3021;753;-212;-41
3022;139;739;727
3023;-827;-403;703
3024;-856;706;-509
3025;-410;723;326
3026;-441;781;479
3027;-471;88;-373
3028;136;844;775
3029;374;719;-852
3030;81;738;724
3031;823;479;-641
3032;-692;144;216
3033;-532;111;-354
3034;292;187;-549
3035;-782;142;169
3036;-254;804;-181
3037;803;-876;-126
3038;-609;-513;-886
3039;827;584;-535
3040;67;829;797
3041;263;727;-819
3042;294;153;-501
3043;704;-864;-19
3044;241;713;-721
3045;-205;804;-151
3046;-846;637;-501
3047;-520;80;-378
3048;-116;-531;601
3049;569;-307;562
3050;849;-120;-217
3051;-181;-605;543
3052;179;784;778
3053;-787;-319;621
3054;-857;138;228
3055;-468;-432;-53
3056;725;391;297
3057;-172;853;-159
3058;484;-371;568
3059;-521;50;-314
3060;-495;-489;-2
3061;-177;853;-175
3062;827;433;-625
3063;351;775;-884
3064;-806;-340;636
3065;791;-171;-88
3066;-459;71;-356
3067;-485;53;-301
3068;-863;776;-454
3069;571;339;321
3070;548;364;333
3071;-179;-564;558
3072;535;-657;-667
3073;780;597;-550
3074;667;-81;-107
3075;-471;42;-325
3076;437;-283;605
3077;-162;-587;602
3078;590;-329;620
3079;-549;-506;34
3080;157;844;799
3081;-140;-517;608
3082;-740;192;366
3083;295;715;-842
3084;710;-753;-180
3085;344;141;-541
3086;828;430;-528
3087;-183;811;-158
3088;653;-581;-707
3089;110;806;758
3090;-177;810;-228
3091;-144;36;629
3092;-154;-582;630
3093;-212;869;-216
3094;-496;818;403
3095;95;728;732
3096;746;-63;-49
3097;145;888;723
3098;101;892;744
3099;818;-52;-193
3100;139;754;730
3101;-179;829;-130
3102;836;-132;-117
3103;-548;-439;45
3104;786;-150;-175
3105;-482;62;-356
3106;596;-252;550
3107;-544;-407;-44
3108;453;-283;624
3109;-565;-447;39
3110;-686;-572;-749
3111;550;-659;-694
3112;581;-520;-712
3113;-792;746;-536
3114;-504;831;368
3115;177;774;767
3116;-184;811;-140
3117;261;790;-700
3118;168;-119;-34
3119;69;-169;19
3120;37;-57;4
3121;880;583;-496
3122;-768;-388;665
3123;-173;-544;546
3124;-493;-431;25
3125;41;-217;122
3126;-159;825;-160
3127;820;-853;-38
3128;-633;-476;-677
3129;353;134;-527
3130;801;610;-519
3131;-506;765;414
3132;-474;-464;12
3133;-199;-545;598
3134;851;486;-476
3135;777;-174;-184
3136;-413;733;330
3137;-776;-415;624
3138;-131;-560;532
3139;677;-875;-134
3140;674;355;288
3141;611;-312;633
3142;182;-82;0
3143;-907;-402;609
3144;-456;-449;-38
3145;-159;-568;549
3146;677;-744;-53
3147;-731;-402;626
3148;-836;-417;709
3149;324;744;-828
3150;-766;731;-398
3151;-243;870;-164
3152;723;337;293
3153;-863;174;256
3154;-62;-41;655
3155;-89;9;683
3156;331;176;-524
3157;84;-199;164
3158;-824;254;255
3159;-218;-571;597
3160;-512;744;487
3161;558;-629;-637
3162;158;-112;7
3163;-646;-388;-788
3164;-796;806;-504
3165;346;145;-499
3166;482;-217;596
3167;542;-308;494
3168;354;717;-841
3169;609;-625;-677
3170;-815;757;-457
3171;-534;745;420
3172;-563;-483;-784
3173;-115;-18;578
3174;225;821;-766
3175;-802;753;-392
3176;408;692;-828
3177;743;-769;-144
3178;-540;62;-336
3179;663;-914;-107
3180;-523;-455;-6
3181;604;-659;-653
3182;73;809;787
3183;-736;262;316
3184;-103;62;605
3185;-484;-482;-19
3186;-490;-479;-3
3187;650;308;348
3188;-514;108;-295
3189;-508;-395;51
3190;543;-507;-702
3191;-850;93;261
3192;-636;107;296
3193;469;-250;607
3194;298;857;-789
3195;-451;859;394
3196;543;-656;-637
3197;547;-588;-616
3198;69;-117;59
3199;-800;-466;691
3200;-500;52;-294
3201;560;-628;-635
3202;-534;-463;-8
3203;-521;-460;-39
3204;-92;-555;603
3205;-773;202;254
3206;763;439;-634
3207;530;-595;-647
3208;854;580;-537
3209;854;476;-548
3210;-17;32;639
3211;-207;813;-219
3212;632;-246;590
3213;-666;-452;-718
3214;-187;812;-196
3215;821;593;-507
3216;717;-76;-73
3217;604;347;225
3218;-556;-415;-53
3219;752;-156;-159
3220;-607;-561;-773
3221;104;870;642
3222;-519;119;-312
3223;-523;77;-375
3224;-925;-436;616
3225;-145;-604;574
3226;-501;75;-351
3227;343;200;-533
3228;485;-297;525
3229;345;198;-522
3230;673;318;361
3231;296;174;-492
3232;-870;675;-477
3233;-699;209;311
3234;951;472;-612
3235;-517;29;-347
3236;121;783;733
3237;178;835;697
3238;792;515;-471
3239;-488;758;410
3240;57;5;73
3241;517;-582;-754
3242;97;-1;99
3243;289;163;-532
3244;-767;658;-559
3245;-260;811;-164
3246;649;353;390
3247;20;-103;31
3248;749;461;-498
3249;-30;60;627
3250;-53;-21;601
3251;155;842;658
3252;809;551;-516
3253;-219;835;-177
3254;661;-760;-36
3255;-65;-31;661
3256;320;154;-512
3257;604;-318;619
3258;-94;14;606
3259;-915;-461;604
3260;-523;-500;-24
3261;-460;52;-363
3262;-171;844;-214
3263;-692;262;311
3264;-498;111;-327
3265;-610;-535;-740
3266;125;-202;111
3267;772;-742;-88
3268;-137;-549;545
3269;-468;79;-296
3270;-710;-529;-745
3271;835;607;-615
3272;149;910;676
3273;822;574;-515
3274;637;-272;602
3275;720;374;231
3276;-211;775;-213
3277;764;-869;-94
3278;-469;776;437
3279;-847;-333;614
3280;841;492;-541
3281;397;665;-844
3282;838;491;-509
3283;-19;-185;48
3284;-491;733;438
3285;-696;217;245
3286;401;758;-783
3287;349;127;-499
3288;908;576;-641
3289;-732;89;206
3290;-844;-294;643
3291;552;-337;679
3292;340;208;-489
3293;-881;-338;690
3294;529;-307;510
3295;185;-72;73
3296;-869;-492;624
3297;-455;817;455
3298;-526;88;-318
3299;676;-186;-100
3300;-647;159;195
3301;-769;189;255
3302;871;610;-591
3303;642;415;281
3304;-221;864;-191
3305;-453;93;-343
3306;219;701;-899
3307;-671;105;345
3308;189;773;-821
3309;112;897;726
3310;-476;838;357
3311;-473;72;-372
3312;102;908;743
3313;307;821;-891
3314;-887;-366;561
3315;744;-68;-113
3316;-810;185;183
3317;-443;667;419
3318;-177;-603;625
3319;741;-95;-28
3320;129;-131;66
3321;-833;810;-533
3322;-120;-35;609
3323;-246;799;-194
3324;-525;60;-361
3325;-763;65;209
3326;-437;794;373
3327;794;-868;-144
3328;332;139;-550
3329;70;816;795
3330;731;-155;-185
3331;586;334;399
3332;-161;-605;605
3333;827;-44;-166
3334;-223;868;-158
3335;919;428;-500
3336;841;483;-668
3337;691;-778;-7
3338;348;114;-532
3339;-480;-484;-28
3340;-675;-393;-818
3341;-498;125;-344
3342;-250;788;-171
3343;761;-36;-127
3344;307;161;-511
3345;757;-189;-85
3346;749;-76;-123
3347;271;773;-697
3348;67;-98;122
3349;919;573;-597
3350;624;-646;-712
3351;543;-624;-745
3352;106;-145;94
3353;-80;38;650
3354;292;148;-548
3355;-48;-18;648
3356;-436;723;341
3357;636;-598;-723
3358;-477;746;364
3359;-422;789;382
3360;74;-135;46
3361;721;-233;-142
3362;-433;808;426
3363;580;-360;537
3364;-211;834;-177
3365;-68;15;621
3366;665;407;258
3367;515;-239;667
3368;515;-609;-744
3369;587;-666;-653
3370;76;844;666
3371;355;145;-499
3372;470;-242;611
3373;-544;61;-331
3374;-876;-454;606
3375;27;-88;-23
3376;128;868;771
3377;-522;772;412
3378;253;725;-804
3379;367;144;-501
3380;129;861;782
3381;766;-149;-223
3382;-491;-416;-48
3383;699;-768;-33
3384;295;729;-792
3385;-456;-414;-3
3386;-778;678;-524
3387;-160;830;-174
3388;56;-138;-26
3389;-188;780;-184
3390;-846;-379;678
3391;529;-630;-716
3392;-482;-426;4
3393;-767;752;-502
3394;-494;-471;1
3395;-475;84;-307
3396;-192;775;-187
3397;299;143;-525
3398;-93;12;580
3399;324;144;-502
3400;200;-141;104
3401;751;-191;-174
3402;-137;2;619
3403;-751;159;227
3404;122;728;709
3405;-102;-37;636
3406;-79;-587;600
3407;-56;38;588
3408;132;-27;-15
3409;-161;800;-170
3410;734;-133;-221
3411;675;412;379
3412;-487;40;-297
3413;527;-347;605
3414;-87;15;696
3415;-510;-477;37
3416;-774;775;-474
3417;365;151;-546
3418;152;860;763
3419;-827;804;-429
3420;712;389;321
3421;-636;185;237
3422;661;414;330
3423;715;-888;-12
3424;605;-592;-642
3425;394;769;-804
3426;-192;849;-174
3427;-813;751;-467
3428;714;-799;-13
3429;-930;-401;577
3430;-100;-620;590
3431;719;-222;-128
3432;586;-329;628
3433;-486;-394;48
3434;-516;-496;-799
3435;-213;785;-211
3436;275;649;-887
3437;-391;720;410
3438;334;214;-546
3439;-836;737;-528
3440;-563;-438;45
3441;610;-565;-740
3442;-584;-517;-765
3443;288;768;-868
3444;-526;94;-298
3445;-821;737;-477
3446;344;149;-564
3447;-560;-531;-787
3448;-776;706;-543
3449;590;-538;-671
3450;626;-561;-670
3451;-459;693;361
3452;-59;19;681
3453;349;172;-540
3454;700;287;302
3455;771;-97;-32
3456;-136;-558;558
3457;-173;853;-171
3458;677;235;248
3459;-500;70;-344
3460;-211;808;-224
3461;713;322;253
3462;-764;208;372
3463;62;843;726
3464;871;538;-675
3465;855;391;-591
3466;661;225;355
3467;-636;-393;-856
3468;621;369;231
3469;-624;-468;-713
3470;53;-55;-11
3471;595;-622;-755
3472;171;-15;88
3473;-572;-415;-39
3474;-765;830;-481
3475;133;753;727
3476;-541;-491;-761
3477;-544;-424;-50
3478;119;-44;153
3479;-536;-464;-754
3480;822;-155;-175
3481;-775;711;-563
3482;-728;724;-429
3483;814;-85;-189
3484;-511;-393;49
3485;-8;-68;47
3486;-469;109;-355
3487;515;-303;528
3488;-643;90;287
3489;348;209;-520
3490;-692;-509;-743
3491;-397;750;381
3492;368;719;-764
3493;-126;-6;687
3494;-489;63;-302
3495;-801;687;-461
3496;830;483;-459
3497;758;-103;-93
3498;-469;108;-303
3499;484;-335;627
3500;-502;-474;-66
3501;572;239;351
3502;902;438;-491
3503;751;-130;-109
3504;684;331;255
3505;937;462;-634
3506;573;318;258
3507;-576;-424;-854
3508;-523;-503;-7
3509;21;-82;31
3510;-188;821;-236
3511;-247;779;-194
3512;332;758;-868
3513;573;314;366
3514;-703;-542;-782
3515;-599;-506;-745
3516;-225;810;-220
3517;290;778;-733
3518;248;722;-815
3519;116;806;824
3520;-409;719;390
3521;512;-551;-680
3522;482;-583;-687
3523;-612;-415;-786
3524;-600;-425;-832
3525;847;-86;-53
3526;603;-671;-701
3527;-132;-565;584
3528;-108;-631;611
3529;108;-165;-35
3530;-134;-613;551
3531;-818;-297;644
3532;374;167;-486
3533;-860;112;272
3534;175;896;760
3535;683;364;368
3536;863;-208;-112
3537;236;778;-743
3538;-472;66;-364
3539;508;-315;595
3540;588;-559;-748
3541;-518;-411;-738
3542;-126;-17;616
3543;-736;-422;683
3544;926;511;-499
3545;805;425;-503
3546;575;-524;-684
3547;-500;702;439
3548;645;-595;-665
3549;876;-190;-128
3550;845;-865;-108
3551;-251;811;-196
3552;-511;730;353
3553;78;835;681
3554;177;729;-856
3555;-536;-489;24
3556;-46;-11;612
3557;326;129;-500
3558;-416;858;386
3559;-462;42;-317
3560;376;725;-878
3561;-485;127;-334
3562;589;-248;600
3563;785;-222;-62
3564;414;796;-805
3565;-166;-545;633
3566;-510;126;-347
3567;-766;812;-483
3568;-829;-415;745
3569;-421;801;393
3570;667;-790;-24
3571;-70;44;621
3572;921;536;-527
3573;49;-27;83
3574;561;-283;673
3575;-661;-498;-712
3576;143;753;700
3577;-229;840;-226
3578;696;-779;-155
3579;-494;-397;-18
3580;-233;825;-213
3581;85;810;706
3582;117;740;724
3583;-492;-496;-8
3584;-765;77;268
3585;-672;-566;-727
3586;-710;277;314
3587;588;-322;561
3588;-852;111;232
3589;-711;222;222
3590;203;787;-878
3591;-115;60;617
3592;857;-125;-59
3593;720;-82;-35
3594;-499;729;475
3595;605;-217;567
3596;724;-171;-129
3597;685;388;352
3598;-936;-346;644
3599;719;229;290
3600;21;-93;33
3601;351;742;-865
3602;810;518;-511
3603;-458;108;-318
3604;330;218;-517
3605;341;717;-786
3606;356;698;-771
3607;807;-856;-78
3608;94;870;763
3609;789;-792;-180
3610;23;875;730
3611;-191;871;-185
3612;846;598;-563
3613;-486;76;-370
3614;-870;-352;563
3615;-500;-375;-27
3616;-241;832;-147
3617;743;-30;-144
3618;-730;768;-501
3619;197;-152;32
3620;-723;243;191
3621;629;-834;-93
3622;-146;-618;564
3623;-118;-589;541
3624;-179;822;-220
3625;198;825;719
3626;353;776;-853
3627;616;-265;583
3628;-585;-531;-731
3629;-539;-496;-27
3630;321;695;-801
3631;-648;-594;-779
3632;388;170;-508
3633;308;189;-529
3634;167;756;677
3635;-802;823;-468
3636;245;800;-756
3637;146;-160;135
3638;330;153;-548
3639;710;-209;-139
3640;-477;-435;65
3641;-169;-645;624
3642;597;-293;528
3643;-874;-410;601
3644;875;509;-511
3645;736;456;-529
3646;166;-62;55
3647;831;471;-462
3648;-687;-457;-779
3649;-160;804;-191
3650;-486;75;-305
3651;-740;-346;612
3652;314;133;-526
3653;-834;-361;606
3654;-721;-514;-849
3655;-550;-429;3
3656;-710;-470;-856
3657;912;397;-551
3658;-830;-389;638
3659;-762;127;380
3660;-826;-433;686
3661;293;165;-543
3662;592;-574;-707
3663;533;-314;586
3664;478;-249;573
3665;-493;103;-381
3666;-924;-333;628
3667;-116;36;571
3668;-177;-520;590
3669;593;-560;-706
3670;-474;-392;-26
3671;891;578;-483
3672;72;-180;136
3673;332;748;-747
3674;-570;-371;-748
3675;120;870;745
3676;-823;-392;716
3677;665;356;338
3678;-465;53;-333
3679;770;-740;-34
3680;375;142;-513
3681;-195;849;-184
3682;-39;20;644
3683;-505;718;466
3684;602;-621;-625
3685;916;522;-606
3686;-876;-490;628
3687;-105;22;602
3688;-89;-571;610
3689;-651;-518;-908
3690;577;249;315
3691;-511;128;-332
3692;-198;-554;572
3693;-672;-527;-770
3694;-864;-461;549
3695;-504;-481;29
3696;-127;-621;574
3697;406;681;-858
3698;-499;42;-335
3699;-541;78;-361
3700;582;-203;541
3701;-680;-366;-819
3702;-725;143;129
3703;366;159;-496
3704;88;774;711
3705;14;-157;154
3706;-663;-391;-805
3707;-227;814;-204
3708;628;-779;-77
3709;730;365;388
3710;882;433;-580
3711;-527;712;382
3712;-834;-356;731
3713;-167;-536;601
3714;-681;136;273
3715;-575;-395;-828
3716;-757;-443;665
3717;83;-169;-46
3718;-509;43;-320
3719;365;771;-841
3720;759;322;302
3721;-464;47;-351
3722;-456;-419;4
3723;-50;32;585
3724;-123;-526;611
3725;-206;844;-191
3726;-766;806;-466
3727;-399;737;398
3728;90;-186;126
3729;-218;824;-126
3730;774;-167;-164
3731;689;-79;-182
3732;-497;-493;2
3733;607;-272;632
3734;767;-19;-170
3735;-773;717;-398
3736;360;808;-857
3737;572;268;371
3738;-801;-287;622
3739;-477;813;461
3740;475;-339;583
3741;850;497;-655
3742;506;-543;-668
3743;-156;-528;605
3744;550;-518;-667
3745;933;420;-522
3746;646;341;200
3747;806;500;-627
3748;-541;101;-353
3749;843;-176;-108
3750;297;141;-499
3751;688;-807;-6
3752;-675;-483;-837
3753;-161;-604;542
3754;-717;734;-526
3755;-911;-454;634
3756;-711;-404;-813
3757;713;-774;5
3758;772;-193;-71
3759;-902;-398;555
3760;891;591;-582
3761;-214;784;-215
3762;-740;682;-527
3763;663;-82;-145
3764;705;314;404
3765;-85;1;563
3766;-539;-474;72
3767;516;-552;-744
3768;164;794;701
3769;151;-65;86
3770;-655;-460;-849
3771;704;-57;-111
3772;-769;-327;705
3773;-603;-347;-786
3774;13;-199;110
3775;708;386;272
3776;-176;789;-217
3777;-122;39;693
3778;687;318;289
3779;-503;-453;-2
3780;-232;853;-215
3781;765;-768;-69
3782;338;182;-559
3783;-461;-468;35
3784;-502;46;-374
3785;-511;97;-334
3786;564;-535;-755
3787;-746;816;-481
3788;-801;721;-410
3789;704;384;231
3790;-504;755;374
3791;779;-117;-193
3792;-680;-503;-757
3793;632;381;395
3794;182;-177;1
3795;336;193;-549
3796;46;-176;19
3797;-154;-638;630
3798;571;-260;582
3799;-145;-597;546
3800;889;608;-544
3801;693;-777;-107
3802;386;175;-535
3803;777;575;-495
3804;763;-911;-132
3805;602;-656;-691
3806;-586;-415;23
3807;-907;-386;710
3808;-696;-416;-783
3809;-354;768;379
3810;-844;651;-443
3811;381;186;-532
3812;873;-185;-133
3813;-429;717;357
3814;575;-308;679
3815;-729;115;271
3816;822;-103;-138
3817;267;855;-827
3818;-152;-553;563
3819;-477;66;-324
3820;555;367;372
3821;-528;82;-327
3822;-188;-543;627
3823;-205;-604;554
3824;-587;-467;-22
3825;-690;138;257
3826;-894;-296;634
3827;587;309;253
3828;567;-329;510
3829;292;171;-512
3830;890;445;-536
3831;-199;851;-171
3832;527;-302;509
3833;-757;-390;545
3834;372;180;-546
3835;781;510;-610
3836;314;154;-493
3837;-128;-608;643
3838;786;-203;-55
3839;-642;-476;-909
3840;482;-273;633
3841;665;330;432
3842;895;477;-522
3843;558;-574;-670
3844;-542;97;-354
3845;-519;-392;53
3846;27;-51;44
3847;364;838;-840
3848;872;509;-475
3849;752;-193;-118
3850;-562;-389;15
3851;114;782;703
3852;-128;83;619
3853;319;655;-717
3854;860;-105;-86
3855;-450;756;482
3856;342;187;-488
3857;-876;-391;672
3858;103;898;695
3859;-237;861;-210
3860;-738;180;119
3861;-445;-439;8
3862;-841;696;-457
3863;-552;-389;14
3864;-474;-435;-17
3865;-803;707;-542
3866;-224;850;-207
3867;524;-353;664
3868;786;-917;-162
3869;-572;-500;-760
3870;-848;-410;577
3871;-822;209;220
3872;574;357;257
3873;-559;-516;-791
3874;136;-92;79
3875;-481;41;-300
